room_id,survey_id,host_id,room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,last_modified,latitude,longitude,location
12470186,1428,54784899,Entire home/apt,Toronto,Dovercourt-Wallace Emerson-Junction ,13,4.5,2,0,71,2017-07-10 09:03:36.229513,43.66062,-79.433901,0101000020E6100000E92CB308C5DB53C0B18A37328FD44540
1369091,1428,7424459,Entire home/apt,Toronto,The Beaches ,12,5,2,1,68,2017-07-10 09:03:36.231847,43.669123,-79.308271,0101000020E610000089D349B6BAD353C02E008DD2A5D54540
16560284,1428,80912184,Entire home/apt,Toronto,Waterfront Communities-The Island ,21,4.5,4,1,64,2017-07-10 09:03:36.240725,43.644175,-79.389521,0101000020E6100000BC067DE9EDD853C04DF38E5374D24540
3241344,1428,8878915,Entire home/apt,Toronto,O'Connor-Parkview ,109,5,2,1,79,2017-07-10 09:03:36.243474,43.714223,-79.305764,0101000020E6100000D3122BA391D353C08786C5A86BDB4540
5557092,1428,3568928,Entire home/apt,Toronto,Waterfront Communities-The Island ,203,5,4,1,70,2017-07-10 09:03:36.245706,43.648439,-79.392135,0101000020E61000007C2766BD18D953C0B939950C00D34540
1289006,1428,7010570,Entire home/apt,Toronto,Waterfront Communities-The Island ,137,4.5,4,1,71,2017-07-10 09:03:36.248394,43.639123,-79.383487,0101000020E61000003CDC0E0D8BD853C08A8F4FC8CED14540
12272576,1428,15890615,Entire home/apt,Toronto,Waterfront Communities-The Island ,44,4.5,2,1,81,2017-07-10 09:03:36.252492,43.647843,-79.391753,0101000020E610000008C72C7B12D953C0A5F8F884ECD24540
15966226,1428,103698287,Entire home/apt,Toronto,Bay Street Corridor ,20,5,4,1,65,2017-07-10 09:03:36.256616,43.651372,-79.381743,0101000020E6100000861E317A6ED853C0DBC35E2860D34540
17679185,1428,80912184,Entire home/apt,Toronto,Waterfront Communities-The Island ,15,4.5,4,2,64,2017-07-10 09:03:36.261476,43.638936,-79.399348,0101000020E610000046EEE9EA8ED953C0581EA4A7C8D14540
4283599,1428,7028502,Entire home/apt,Toronto,Woburn ,27,5,5,2,79,2017-07-10 09:03:36.265291,43.778075,-79.246114,0101000020E61000009E45EF54C0CF53C0E86A2BF697E34540
15818850,1428,6754759,Entire home/apt,Toronto,Yonge-St.Clair ,17,5,4,1,68,2017-07-10 09:03:40.352777,43.695094,-79.399657,0101000020E61000008527F4FA93D953C0AAD216D7F8D84540
14352159,1428,79927653,Entire home/apt,Toronto,North Riverdale ,22,4.5,2,0,72,2017-07-10 09:03:40.357008,43.676587,-79.356708,0101000020E61000002E8ECA4DD4D653C00AF31E679AD64540
2656116,1428,4955655,Entire home/apt,Toronto,Weston-Pellam Park ,88,5,2,1,64,2017-07-10 09:03:40.369363,43.669739,-79.455807,0101000020E61000006C921FF12BDD53C089EDEE01BAD54540
16391394,1428,82516644,Entire home/apt,Toronto,Wychwood ,59,5,2,1,80,2017-07-10 09:03:40.375599,43.675522,-79.431766,0101000020E61000009561DC0DA2DB53C040DD408177D64540
11698825,1428,8142107,Entire home/apt,Toronto,Moss Park ,64,4.5,4,1,72,2017-07-10 09:03:40.386900,43.657809,-79.366686,0101000020E6100000AB798EC877D753C0DA01D71533D44540
14688728,1428,69111249,Entire home/apt,Toronto,Old East York ,23,4.5,4,2,63,2017-07-10 09:03:40.396027,43.696112,-79.340773,0101000020E610000007978E39CFD553C0342DB1321AD94540
17682006,1428,120420451,Entire home/apt,Toronto,Waterfront Communities-The Island ,11,5,4,1,68,2017-07-10 09:03:40.401067,43.639872,-79.400324,0101000020E610000073F38DE89ED953C024D06053E7D14540
8627757,1428,13633667,Entire home/apt,Toronto,East End-Danforth ,18,5,4,2,80,2017-07-10 09:03:40.406205,43.68413,-79.296491,0101000020E6100000BC2363B5F9D253C0331B649291D74540
7448578,1428,39010649,Entire home/apt,Toronto,Niagara ,23,5,2,1,76,2017-07-10 09:03:41.592917,43.63717,-79.404841,0101000020E61000001EC539EAE8D953C004FF5BC98ED14540
15059285,1428,75271183,Entire home/apt,Toronto,Cabbagetown-South St.James Town ,63,5,3,1,76,2017-07-10 09:03:41.604977,43.667557,-79.370277,0101000020E6100000815D4D9EB2D753C0A29BFD8172D54540
3056481,1428,4794952,Entire home/apt,Toronto,South Riverdale ,11,5,2,1,80,2017-07-10 09:03:41.616364,43.657309,-79.353312,0101000020E61000003352EFA99CD653C0E82E89B322D44540
4080082,1428,20941455,Entire home/apt,Toronto,Corso Italia-Davenport ,23,4.5,3,1,72,2017-07-10 09:03:41.621379,43.675271,-79.444703,0101000020E6100000B85B920376DC53C0F777B6476FD64540
6170154,1428,30654608,Entire home/apt,Toronto,Dufferin Grove ,138,5,4,1,72,2017-07-10 09:03:41.625522,43.658978,-79.435423,0101000020E6100000473B6EF8DDDB53C049641F6459D44540
18194970,1428,121089776,Entire home/apt,Toronto,Little Portugal ,13,5,2,1,69,2017-07-10 09:03:41.630104,43.643745,-79.428035,0101000020E6100000C6A2E9EC64DB53C055FB743C66D24540
16579797,1428,45717250,Entire home/apt,Toronto,Newtonbrook West ,12,5,1,1,76,2017-07-10 09:03:43.397668,43.779516,-79.417212,0101000020E6100000ECDFF599B3DA53C0B85A272EC7E34540
6185744,1428,21023651,Entire home/apt,Toronto,Niagara ,132,5,3,1,77,2017-07-10 09:03:43.403321,43.637685,-79.405705,0101000020E6100000B7B41A12F7D953C02B137EA99FD14540
11163109,1428,13066292,Entire home/apt,Toronto,Little Portugal ,54,4.5,2,1,67,2017-07-10 09:03:43.405191,43.650598,-79.435316,0101000020E61000003CDBA337DCDB53C0E86B96CB46D34540
5869076,1428,30474530,Entire home/apt,Toronto,South Riverdale ,87,5,6,2,80,2017-07-10 09:03:43.409367,43.65968,-79.339247,0101000020E610000008910C39B6D553C0A3E9EC6470D44540
14386421,1428,18839267,Entire home/apt,Toronto,Waterfront Communities-The Island ,31,5,5,1,79,2017-07-10 09:03:43.418123,43.639555,-79.396272,0101000020E610000083143C855CD953C0247F30F0DCD14540
10020707,1428,2825185,Entire home/apt,Toronto,Waterfront Communities-The Island ,89,5,2,1,79,2017-07-10 09:03:43.420330,43.644934,-79.400098,0101000020E61000007B4CA4349BD953C00B0A83328DD24540
15374143,1428,64234677,Entire home/apt,Toronto,Roncesvalles ,22,5,4,1,64,2017-07-10 09:03:45.892187,43.645215,-79.439851,0101000020E61000003A07CF8426DC53C0BFF1B56796D24540
9753213,1428,8304046,Entire home/apt,Toronto,Junction Area ,46,4.5,4,2,79,2017-07-10 09:03:45.897679,43.66269,-79.468028,0101000020E61000003067B62BF4DD53C070B1A206D3D44540
12675631,1428,758098,Entire home/apt,Toronto,Dovercourt-Wallace Emerson-Junction ,34,5,4,1,76,2017-07-10 09:03:45.909704,43.664389,-79.434056,0101000020E61000007C28D192C7DB53C03C69E1B20AD54540
17822605,1428,74331010,Entire home/apt,Toronto,South Parkdale ,16,5,3,1,80,2017-07-10 09:03:45.916780,43.635212,-79.425588,0101000020E61000007C6473D53CDB53C06D0377A04ED14540
16347899,1428,17602902,Entire home/apt,Toronto,Church-Yonge Corridor ,28,5,6,2,73,2017-07-10 09:03:45.918727,43.664654,-79.382042,0101000020E6100000B3EC496073D853C0EA93DC6113D54540
18507096,1428,128440763,Entire home/apt,Toronto,Agincourt South-Malvern West ,15,4.5,5,2,67,2017-07-10 09:03:47.994481,43.777065,-79.282756,0101000020E6100000DC2F9FAC18D253C0E1EEACDD76E34540
5153861,1428,26650679,Entire home/apt,Toronto,West Hill ,47,4.5,2,1,79,2017-07-10 09:03:48.020009,43.771966,-79.163831,0101000020E61000008BC404357CCA53C0DDCF29C8CFE24540
6262182,1428,32539776,Entire home/apt,Toronto,Morningside ,45,5,4,2,76,2017-07-10 09:03:48.026365,43.77123,-79.207685,0101000020E6100000AAB706B64ACD53C0D8D825AAB7E24540
14387032,1428,68458396,Entire home/apt,Toronto,Rouge ,46,5,2,1,79,2017-07-10 09:03:49.629934,43.785134,-79.132609,0101000020E6100000F08975AA7CC853C0247D5A457FE44540
14315183,1428,87485998,Entire home/apt,Toronto,Oakridge ,43,4.5,6,3,76,2017-07-10 09:03:49.645724,43.698589,-79.272334,0101000020E6100000B0E595EB6DD153C0342C465D6BD94540
14330995,1428,87714748,Entire home/apt,Toronto,L'Amoreaux ,30,5,4,2,79,2017-07-10 09:03:49.651060,43.797069,-79.320615,0101000020E6100000DAE6C6F484D453C0E5D3635B06E64540
3139987,1428,4550179,Entire home/apt,Toronto,Taylor-Massey ,192,5,2,1,64,2017-07-10 09:03:49.653807,43.692925,-79.300251,0101000020E6100000D865F84F37D353C058CA32C4B1D84540
15253095,1428,92327329,Entire home/apt,Toronto,O'Connor-Parkview ,11,5,2,1,79,2017-07-10 09:03:49.662353,43.701366,-79.312709,0101000020E61000008D0A9C6C03D453C05F43705CC6D94540
14111352,1428,35338653,Entire home/apt,Toronto,Kennedy Park ,27,4.5,4,1,77,2017-07-10 09:03:50.583049,43.725601,-79.262709,0101000020E61000005AD76839D0D053C0F2785A7EE0DC4540
7326421,1428,38380350,Entire home/apt,Toronto,Birchcliffe-Cliffside ,31,4.5,4,1,70,2017-07-10 09:03:50.588523,43.692448,-79.266718,0101000020E61000004AD05FE811D153C01E17D522A2D84540
15026529,1428,93358127,Entire home/apt,Toronto,Kennedy Park ,22,4.5,7,3,64,2017-07-10 09:03:50.592549,43.724509,-79.263968,0101000020E610000032CC09DAE4D053C02E54FEB5BCDC4540
13413903,1428,43130053,Entire home/apt,Toronto,Clairlea-Birchmount ,13,5,4,2,77,2017-07-10 09:03:50.594644,43.708699,-79.294174,0101000020E610000058552FBFD3D253C09DDA19A6B6DA4540
4762494,1428,24075151,Entire home/apt,Toronto,Woodbine-Lumsden ,46,5,4,1,65,2017-07-10 09:03:50.610387,43.691676,-79.304697,0101000020E61000001E8CD82780D353C0CCB6D3D688D84540
742076,1428,3377580,Entire home/apt,Toronto,Ionview ,18,4.5,4,2,74,2017-07-10 09:03:52.389261,43.732726,-79.27358,0101000020E6100000BD35B05582D153C0E6762FF7C9DD4540
2396542,1428,12222756,Entire home/apt,Toronto,Mount Pleasant East ,74,5,2,1,72,2017-07-10 09:03:52.401831,43.70111,-79.385635,0101000020E6100000594C6C3EAED853C00473F4F8BDD94540
3832790,1428,3583058,Entire home/apt,Toronto,Mount Pleasant East ,46,4.5,2,1,64,2017-07-10 09:03:52.407287,43.708124,-79.385461,0101000020E61000008B389D64ABD853C0A0C1A6CEA3DA4540
6079207,1428,30177247,Entire home/apt,Toronto,O'Connor-Parkview ,48,4.5,4,2,79,2017-07-10 09:03:52.421882,43.709116,-79.303597,0101000020E61000007A8A1C226ED353C001892650C4DA4540
4023376,1428,20858393,Entire home/apt,Toronto,Yonge-St.Clair ,41,4.5,2,0,76,2017-07-10 09:03:54.204542,43.692871,-79.395917,0101000020E61000008CBB41B456D953C064AC36FFAFD84540
6949688,1428,26542502,Entire home/apt,Toronto,Yonge-St.Clair ,23,5,3,1,64,2017-07-10 09:03:54.207043,43.695421,-79.398336,0101000020E6100000723447567ED953C0CFF9298E03D94540
7063605,1428,37039061,Entire home/apt,Toronto,Mount Pleasant West ,26,5,2,1,73,2017-07-10 09:03:54.214423,43.710153,-79.395919,0101000020E61000005D37A5BC56D953C00114234BE6DA4540
10911687,1428,30605156,Entire home/apt,Toronto,Old East York ,71,4.5,4,0,68,2017-07-10 09:03:54.230724,43.697274,-79.336708,0101000020E61000004D13B69F8CD553C0F12C414640D94540
14667141,1428,25278998,Entire home/apt,Toronto,Woburn ,17,4.5,4,2,68,2017-07-10 09:03:54.234714,43.762059,-79.212482,0101000020E6100000463F1A4E99CD53C0AD4F39268BE14540
1570675,1428,8352000,Entire home/apt,Toronto,Oakridge ,92,5,2,1,63,2017-07-10 09:03:56.253448,43.700721,-79.273181,0101000020E6100000DE3829CC7BD153C06A4FC939B1D94540
13659450,1428,79381962,Entire home/apt,Toronto,Mount Pleasant West ,12,5,3,0,80,2017-07-10 09:03:56.261544,43.699831,-79.391719,0101000020E6100000328E91EC11D953C00EDDEC0F94D94540
11438453,1428,17429756,Entire home/apt,Toronto,Yonge-Eglinton ,25,5,2,0,64,2017-07-10 09:03:56.268706,43.707656,-79.40098,0101000020E6100000689604A8A9D953C0BA68C87894DA4540
13769183,1428,80780728,Entire home/apt,Toronto,West Hill ,11,5,6,3,80,2017-07-10 09:03:56.273434,43.776411,-79.171815,0101000020E6100000957D5704FFCA53C099A0866F61E34540
6737757,1428,35284100,Entire home/apt,Toronto,West Hill ,32,4.5,4,2,70,2017-07-10 09:03:56.282508,43.772742,-79.181166,0101000020E61000006B49473998CB53C0711FB935E9E24540
5873956,1428,30495791,Entire home/apt,Toronto,Highland Creek ,15,4.5,2,1,80,2017-07-10 09:03:57.924873,43.783224,-79.173715,0101000020E6100000C7F484251ECB53C09DB81CAF40E44540
13951772,1428,68370025,Entire home/apt,Toronto,Mount Pleasant East ,23,5,2,1,64,2017-07-10 09:03:59.867523,43.709078,-79.379027,0101000020E6100000435376FA41D853C013286211C3DA4540
7938543,1428,15077771,Entire home/apt,Toronto,Mount Pleasant West ,30,5,4,1,76,2017-07-10 09:03:59.876589,43.69639,-79.394425,0101000020E610000063EE5A423ED953C077A1B94E23D94540
14857399,1428,89523842,Entire home/apt,Toronto,Oakridge ,24,4.5,3,2,64,2017-07-10 09:03:59.895487,43.696955,-79.276752,0101000020E61000009146054EB6D153C050E449D235D94540
5897304,1428,27495508,Entire home/apt,Toronto,Wexford/Maryvale ,18,4.5,5,3,82,2017-07-10 09:04:01.434404,43.755284,-79.292153,0101000020E6100000691B7FA2B2D253C096986725ADE04540
616867,1428,1027776,Entire home/apt,Toronto,Mount Pleasant West ,17,3,4,2,71,2017-07-10 09:04:01.467984,43.698245,-79.393293,0101000020E6100000BA2F67B62BD953C03ACC971760D94540
15001630,1428,38565480,Entire home/apt,Toronto,Mount Pleasant West ,14,5,2,1,71,2017-07-10 09:04:01.486065,43.710349,-79.391147,0101000020E61000006D3B6D8D08D953C087DF4DB7ECDA4540
9248020,1428,47350896,Entire home/apt,Toronto,Tam O'Shanter-Sullivan ,14,4.5,4,3,80,2017-07-10 09:04:02.747018,43.775234,-79.312494,0101000020E61000008F8CD5E6FFD353C0A65F22DE3AE34540
1036076,1428,4468895,Entire home/apt,Toronto,Willowdale East ,11,4.5,2,1,70,2017-07-10 09:04:03.993059,43.766711,-79.404683,0101000020E6100000D28F8653E6D953C0E23D079623E24540
3091305,1428,14854684,Entire home/apt,Toronto,Woodbine-Lumsden ,17,4.5,2,1,67,2017-07-10 09:04:03.998176,43.694865,-79.304843,0101000020E610000088DA368C82D353C049111956F1D84540
1433885,1428,6066930,Entire home/apt,Toronto,Old East York ,10,5,2,1,63,2017-07-10 09:04:05.738385,43.69442,-79.345487,0101000020E61000005D8C81751CD653C01BD82AC1E2D84540
12207102,1428,65646014,Entire home/apt,Toronto,Clanton Park ,48,5,4,1,80,2017-07-10 09:04:07.744301,43.744429,-79.448855,0101000020E61000005969520ABADC53C0D498107349DF4540
14669960,1428,91165557,Entire home/apt,Toronto,Englemount-Lawrence ,57,5,3,1,68,2017-07-10 09:04:07.773717,43.708546,-79.440134,0101000020E6100000E4F6CB272BDC53C016DBA4A2B1DA4540
17260997,1428,17983288,Entire home/apt,Toronto,Yorkdale-Glen Park ,24,5,5,1,70,2017-07-10 09:04:07.783378,43.713585,-79.453714,0101000020E610000031EF71A609DD53C045F5D6C056DB4540
15803435,1428,37340031,Entire home/apt,Toronto,Yorkdale-Glen Park ,18,5,2,1,70,2017-07-10 09:04:07.786299,43.714849,-79.45529,0101000020E6100000890CAB7823DD53C0064A0A2C80DB4540
15929142,1428,52607832,Entire home/apt,Toronto,Hillcrest Village ,21,4.5,2,0,64,2017-07-10 09:04:11.267403,43.80971,-79.363877,0101000020E610000010B1C1C249D753C0419FC893A4E74540
17220189,1428,2484138,Entire home/apt,Toronto,Oakwood Village ,32,4.5,3,1,71,2017-07-10 09:04:11.270928,43.692586,-79.435191,0101000020E6100000DE205A2BDADB53C06FD575A8A6D84540
14122940,1428,85149414,Entire home/apt,Toronto,Newtonbrook West ,24,5,3,2,63,2017-07-10 09:04:12.996667,43.778986,-79.421966,0101000020E61000008881AE7D01DB53C05C0531D0B5E34540
13361775,1428,29451009,Entire home/apt,Toronto,Mount Pleasant West ,44,5,3,1,68,2017-07-10 09:04:13.019342,43.696892,-79.394932,0101000020E61000003509DE9046D953C0096CCEC133D94540
9842155,1428,50678856,Entire home/apt,Toronto,Newtonbrook West ,31,5,2,1,71,2017-07-10 09:04:14.001513,43.783227,-79.417432,0101000020E61000007313B534B7DA53C00E2C47C840E44540
6862452,1428,14243352,Entire home/apt,Toronto,Willowdale West ,10,4.5,3,1,72,2017-07-10 09:04:14.013978,43.767398,-79.437571,0101000020E610000065ABCB2901DC53C0068200193AE24540
1550882,1428,2788736,Entire home/apt,Toronto,St.Andrew-Windfields ,27,4.5,4,1,76,2017-07-10 09:04:14.024096,43.75961,-79.394903,0101000020E6100000E8853B1746D953C077DB85E63AE14540
17527245,1428,106154134,Entire home/apt,Toronto,Yorkdale-Glen Park ,10,4.5,2,2,76,2017-07-10 09:04:14.032631,43.713351,-79.454594,0101000020E61000004DBD6E1118DD53C0D2C8E7154FDB4540
13065633,1428,17983288,Entire home/apt,Toronto,Yorkdale-Glen Park ,79,4.5,4,1,70,2017-07-10 09:04:14.037785,43.712762,-79.454047,0101000020E610000034F6251B0FDD53C070EA03C93BDB4540
6573213,1428,33699825,Entire home/apt,Toronto,Newtonbrook West ,13,4.5,3,1,64,2017-07-10 09:04:14.041655,43.784175,-79.437459,0101000020E6100000D1950854FFDB53C09FABADD85FE44540
6543469,1428,15449749,Entire home/apt,Toronto,Mount Pleasant East ,13,5,1,1,70,2017-07-10 09:04:15.542459,43.710907,-79.387594,0101000020E61000000E881057CED853C0ADBF2500FFDA4540
17000380,1428,41441016,Entire home/apt,Toronto,Yorkdale-Glen Park ,14,4.5,2,1,63,2017-07-10 09:04:15.545112,43.707112,-79.443442,0101000020E610000010EB8D5A61DC53C0F94D61A582DA4540
157149,1428,754885,Entire home/apt,Toronto,Mount Pleasant West ,17,5,3,1,72,2017-07-10 09:04:15.555354,43.698243,-79.394504,0101000020E61000000989B48D3FD953C099D4D00660D94540
10392319,1428,1007048,Entire home/apt,Toronto,Yonge-Eglinton ,13,4.5,4,1,80,2017-07-10 09:04:17.613617,43.707567,-79.400125,0101000020E6100000F853E3A59BD953C04A5D328E91DA4540
7006619,1428,36730609,Entire home/apt,Toronto,Downsview-Roding-CFB ,13,5,4,1,68,2017-07-10 09:04:18.685252,43.728516,-79.49614,0101000020E6100000328FFCC1C0DF53C06E4E250340DD4540
4701737,1428,24304818,Entire home/apt,Toronto,Forest Hill North ,18,4.5,2,1,64,2017-07-10 09:04:18.690850,43.702702,-79.437844,0101000020E6100000FD2FD7A205DC53C0BA6A9E23F2D94540
732562,1428,3814089,Entire home/apt,Toronto,Leaside-Bennington ,87,5,2,1,78,2017-07-10 09:04:19.622993,43.714451,-79.363356,0101000020E61000008B33863941D753C018CC5F2173DB4540
18138969,1428,16853533,Entire home/apt,Toronto,Keelesdale-Eglinton West ,13,5,6,2,80,2017-07-10 09:04:21.111561,43.691143,-79.46969,0101000020E61000008750A5660FDE53C0FEEDB25F77D84540
2297320,1428,1339969,Entire home/apt,Toronto,Englemount-Lawrence ,16,4.5,3,1,70,2017-07-10 09:04:21.115246,43.708925,-79.430248,0101000020E6100000D84AE82E89DB53C08D28ED0DBEDA4540
2660151,1428,1627132,Entire home/apt,Toronto,Mount Pleasant West ,11,5,3,1,68,2017-07-10 09:04:22.731175,43.713103,-79.393977,0101000020E610000014984EEB36D953C0F9D687F546DB4540
10771597,1428,2199822,Entire home/apt,Toronto,Moss Park ,54,4.5,6,1,77,2017-07-10 09:04:27.387703,43.652592,-79.37059,0101000020E6100000618E1EBFB7D753C0CCD0782288D34540
13716594,1428,19461277,Entire home/apt,Toronto,Church-Yonge Corridor ,135,4.5,4,0,75,2017-07-10 09:04:27.404606,43.655144,-79.374242,0101000020E610000089B2B794F3D753C0D71533C2DBD34540
6385103,1428,33283897,Entire home/apt,Toronto,Greenwood-Coxwell ,41,5,2,0,70,2017-07-10 09:04:27.406949,43.682343,-79.32582,0101000020E61000007E18213CDAD453C0C8D3F20357D74540
6104093,1428,31672341,Entire home/apt,Toronto,South Riverdale ,72,5,2,0,73,2017-07-10 09:04:27.415489,43.661089,-79.334621,0101000020E610000082E3326E6AD553C0675F79909ED44540
16964737,1428,113455401,Entire home/apt,Toronto,Birchcliffe-Cliffside ,27,5,2,1,76,2017-07-10 09:04:27.421908,43.68341,-79.283912,0101000020E610000049BC3C9D2BD253C033E197FA79D74540
15971622,1428,64350611,Entire home/apt,Toronto,Waterfront Communities-The Island ,56,5,3,1,81,2017-07-10 09:04:28.950767,43.642417,-79.382554,0101000020E61000000EBDC5C37BD853C07DB262B83AD24540
17888437,1428,122519100,Entire home/apt,Toronto,Bay Street Corridor ,28,5,3,1,71,2017-07-10 09:04:28.957332,43.65008,-79.3828,0101000020E61000002A3A92CB7FD853C050E449D235D34540
16645791,1428,27265712,Entire home/apt,Toronto,Waterfront Communities-The Island ,21,5,2,0,76,2017-07-10 09:04:28.963089,43.644706,-79.391117,0101000020E610000037FA980F08D953C07AC4E8B985D24540
15870609,1428,102884370,Entire home/apt,Toronto,Annex ,34,5,2,0,71,2017-07-10 09:04:28.967240,43.677461,-79.392892,0101000020E61000000BB77C2425D953C061A8C30AB7D64540
7330089,1428,36748838,Entire home/apt,Toronto,South Riverdale ,37,5,2,1,80,2017-07-10 09:04:28.970709,43.671183,-79.328522,0101000020E61000000F81238106D553C0CA501553E9D54540
12050691,1428,64509538,Entire home/apt,Toronto,East End-Danforth ,40,5,2,1,76,2017-07-10 09:04:28.976059,43.68982,-79.29838,0101000020E6100000F3716DA818D353C0381092054CD84540
13370172,1428,69553556,Entire home/apt,Toronto,Blake-Jones ,61,5,2,1,71,2017-07-10 09:04:28.979557,43.678348,-79.338936,0101000020E6100000F9DB9E20B1D553C04CA7751BD4D64540
12681621,1428,40998274,Entire home/apt,Toronto,The Beaches ,38,4.5,2,1,72,2017-07-10 09:04:29.940355,43.670516,-79.310798,0101000020E6100000626A4B1DE4D353C0EDB8E177D3D54540
16100272,1428,46792890,Entire home/apt,Toronto,Waterfront Communities-The Island ,54,5,2,1,72,2017-07-10 09:04:29.943247,43.641448,-79.383229,0101000020E61000003E78EDD286D853C0D40AD3F71AD24540
9283041,1428,48204283,Entire home/apt,Toronto,Waterfront Communities-The Island ,141,4.5,2,1,68,2017-07-10 09:04:29.949313,43.637321,-79.398832,0101000020E61000004A26A77686D953C0EA060ABC93D14540
18138067,1428,23472830,Entire home/apt,Toronto,Waterfront Communities-The Island ,30,4.5,3,1,71,2017-07-10 09:04:29.955849,43.64359,-79.379541,0101000020E61000006F9F55664AD853C02E04392861D24540
14487077,1428,58911711,Entire home/apt,Toronto,Waterfront Communities-The Island ,49,5,2,0,79,2017-07-10 09:04:31.522716,43.641916,-79.380599,0101000020E6100000FB78E8BB5BD853C0BB63B14D2AD24540
18473234,1428,78644879,Entire home/apt,Toronto,Church-Yonge Corridor ,11,4.5,4,0,67,2017-07-10 09:04:31.532556,43.660549,-79.379872,0101000020E6100000A22AA6D24FD853C0E833A0DE8CD44540
3667589,1428,18602771,Entire home/apt,Toronto,Church-Yonge Corridor ,71,5,4,0,72,2017-07-10 09:04:31.536082,43.653534,-79.379503,0101000020E6100000F86EF3C649D853C07B698A00A7D34540
14919570,1428,8126456,Entire home/apt,Toronto,The Beaches ,12,5,2,1,72,2017-07-10 09:04:33.277783,43.670802,-79.288522,0101000020E61000004C8BFA2477D253C0B30B06D7DCD54540
6973941,1428,23966754,Entire home/apt,Toronto,Annex ,48,4.5,2,0,68,2017-07-10 09:04:33.280054,43.670604,-79.394218,0101000020E6100000A65F22DE3AD953C08C48145AD6D54540
1080121,1428,672978,Entire home/apt,Toronto,Waterfront Communities-The Island ,307,4.5,4,1,79,2017-07-10 09:04:33.287096,43.641562,-79.380244,0101000020E61000000420EEEA55D853C09D2D20B41ED24540
3012976,1428,332489,Entire home/apt,Toronto,Moss Park ,266,4.5,2,0,72,2017-07-10 09:04:33.293117,43.65568,-79.368506,0101000020E61000004E98309A95D753C015527E52EDD34540
13573430,1428,41186280,Entire home/apt,Toronto,Kensington-Chinatown ,85,5,2,0,76,2017-07-10 09:04:35.105974,43.649726,-79.396879,0101000020E6100000075E2D7766D953C032AEB8382AD34540
13771490,1428,29895706,Entire home/apt,Toronto,The Beaches ,11,5,3,1,71,2017-07-10 09:04:35.110001,43.672338,-79.29084,0101000020E61000009817601F9DD253C0D5EDEC2B0FD64540
3315154,1428,698055,Entire home/apt,Toronto,Cabbagetown-South St.James Town ,115,4.5,2,0,77,2017-07-10 09:04:35.113308,43.66557,-79.367213,0101000020E6100000A16AF46A80D753C07099D36531D54540
11699928,1428,23459764,Entire home/apt,Toronto,North Riverdale ,13,4.5,2,1,79,2017-07-10 09:04:35.115953,43.670014,-79.343339,0101000020E61000003F1C2444F9D553C05BEECC04C3D54540
18656326,1428,68111296,Entire home/apt,Toronto,Waterfront Communities-The Island ,11,4.5,4,0,77,2017-07-10 09:04:35.117976,43.649318,-79.388733,0101000020E610000010786000E1D853C0215A2BDA1CD34540
6732046,1428,35257658,Entire home/apt,Toronto,Danforth ,44,5,4,1,72,2017-07-10 09:04:35.120011,43.686786,-79.322198,0101000020E61000008B355CE49ED453C0E2AC889AE8D74540
4510872,1428,963354,Entire home/apt,Toronto,Niagara ,112,4.5,3,1,68,2017-07-10 09:04:35.128227,43.637929,-79.405303,0101000020E6100000207EFE7BF0D953C0C21550A8A7D14540
13532029,1428,72029669,Entire home/apt,Toronto,Waterfront Communities-The Island ,37,5,2,0,79,2017-07-10 09:04:36.141370,43.64173,-79.381804,0101000020E6100000D95E0B7A6FD853C0596E693524D24540
3544086,1428,17841499,Entire home/apt,Toronto,Danforth East York ,37,5,2,0,68,2017-07-10 09:04:36.148840,43.687215,-79.32873,0101000020E6100000B3CD8DE909D553C00B293FA9F6D74540
9778801,1428,22059903,Entire home/apt,Toronto,Cabbagetown-South St.James Town ,38,4.5,4,1,79,2017-07-10 09:04:36.158662,43.664511,-79.375485,0101000020E6100000DEC83CF207D853C0876A4AB20ED54540
8698616,1428,3757152,Entire home/apt,Toronto,Waterfront Communities-The Island ,113,5,3,1,70,2017-07-10 09:04:36.164248,43.640776,-79.39689,0101000020E6100000018750A566D953C0E607AEF204D24540
10070087,1428,19379600,Entire home/apt,Toronto,Kensington-Chinatown ,89,4.5,4,1,64,2017-07-10 09:04:36.169699,43.65179,-79.390369,0101000020E6100000D31742CEFBD853C00FEECEDA6DD34540
17279434,1428,18197310,Entire home/apt,Toronto,Annex ,43,4.5,2,1,67,2017-07-10 09:04:36.173453,43.669964,-79.40473,0101000020E6100000726DA818E7D953C0A9BF5E61C1D54540
7174305,1428,35633806,Entire home/apt,Toronto,Waterfront Communities-The Island ,81,5,4,2,69,2017-07-10 09:04:38.202191,43.646362,-79.402583,0101000020E61000003DBB7CEBC3D953C047B071FDBBD24540
6777955,1428,11814686,Entire home/apt,Toronto,University ,98,4.5,2,0,72,2017-07-10 09:04:38.205318,43.663,-79.404629,0101000020E6100000D8800871E5D953C0BE9F1A2FDDD44540
7658019,1428,31369701,Entire home/apt,Toronto,Waterfront Communities-The Island ,72,5,4,1,74,2017-07-10 09:04:38.210694,43.639458,-79.382337,0101000020E610000040C39B3578D853C031957EC2D9D14540
